url,handle,name,subscribers,videos_count,score_0_5,reason,discovery_keywords,channel_id,vertical,topic,stage,scored_at
https://www.youtube.com/@anyrepaireng,@AnyrepairENG,Anyrepair ENG,1870,74,5,Dedicated notebook board-level repair lab channel explicitly filming in-depth repairs for reference.,réparation ordinateur portable,UC6jg-NmvLCQxf7Y8RTeq4Gg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@btlh,@BTLH,BUKAN TEKNISI LAPTOP HANDAL,11600,107,5,"Dedicated laptop motherboard repair channel with course offering, focused on board-level repair work.",servis laptop | صيانة لابتوب | 笔记本维修 | réparation ordinateur portable,UCsjK_7mE5fiQAZc3gBGby8w,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@bertronics,@Bertronics,BLworkshop,638,84,5,Laptop repair workshop with titles showing real diagnostic and charging-fault repair jobs on multiple laptop brands.,electronics repair | electronics technician workshop,UCd3Sr1gwoHmK1wn0JzKwZNA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@daymoncomputer,@DaymonComputer,Daymon Computer-Mac Expert,958,153,5,Dedicated MacBook chip-level repair channel explicitly showing practical repair work bench sessions.,laptop repair Bangla,UCuVSks3owfFmHxCt4q5KcrA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@deansrepairs,@DeansRepairs,DEANS REPAIRS,1700,157,5,"Dedicated repair shop channel with real console/laptop diagnostics, microsoldering, HDMI replacements and stick drift fixes.",computer repair | game console repair,UC7os6-rQYSmg1L3XDe4qTIQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@dotlineit,@DotlineIt,Dot line It,363,109,5,"Dedicated laptop repair shop with titles showing no-power diagnostics, board-level checks, and screen/battery replacement work.",laptop repair | تعمیر لپ تاپ | 笔记本维修 | réparation ordinateur portable,UCsEvPQWq0qpc9VdyzxQxiqQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@gcrp0584,@GCRP0584,Graphics Card Repair Pakistan,784,72,5,Dedicated graphics card repair shop channel with real GPU board repairs and game testing after fix.,electronics repair,UCnmcFU4J7ikZGBRu5OO3c7Q,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@gamefixphilly,@Gamefixphilly,Gamefix Philly,311,810,5,"Established motherboard/HDMI board-level repair brand specializing in BGA, SMD and component rework with viral repair videos.",game console repair,UCQdW7Tt7Ft956gWEznroiaw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@juan4repair,@Juan4Repair,Juan4Repair,6220,142,5,"Dedicated Mac board-level repair channel covering logic board diagnostics, microsoldering, IC replacement step by step.",reparación de laptops,UCNCHRbujcgpFf8PDi14aEWA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@laptoptechnician,@LAPTOPTECHNICIAN,Laptop Technician,4280,102,5,"Explicitly real laptop repair videos from disassembly to completion, step-by-step process shown on camera.",laptop repair | صيانة لابتوب | 笔记本维修 | réparation ordinateur portable,UCWuCqj-QgOpwKTTB7K4QMGA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@laptopdisassembly,@LaptopDisassembly,Laptop Disassembly,10600,248,5,Channel explicitly dedicated to step-by-step laptop disassembly tutorials and small fixes.,laptop disassembly,UCmxYazWlemI_A_w0eWpGJaA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@laptoprepairaid,@LaptopRepairAid,LaptopRepairAid,2170,118,5,"Channel dedicated to laptop keyboard, LCD, hard drive and fan removal/disassembly tutorials.",laptop screen replacement,UCqZONj66W8eYtKO1JZAfeTw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@laptopnuts,@Laptopnuts,Laptop Nuts,7280,369,5,Dedicated laptop disassembly video blog showing internals across various laptop models for repair purposes.,laptop screen replacement | laptop disassembly,UChJfxeHe4r62t9EsxoUbRLA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@laptopscreen,@Laptopscreen,LaptopScreen.com,17000,245,5,"Dedicated channel of step-by-step laptop, tablet and iPhone screen replacement tutorials for numerous brands.",laptop screen replacement,UCLCwfbgROuoZoWbNqDjILhw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@masterliutechnology,@MasterLiuTechnology,Laptop Repair,5420,826,5,"Long-established MacBook motherboard repair channel with offline and live training courses, dedicated bench repair content.",laptop repair | laptop repairing | laptop screen replacement | laptop disassembly | laptop repair course | Laptop reparieren | electronics repair course,UCYPr1mAzC_1489nrwqUE8XA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@mr.tech310,@Mr.tech310,@mr.tech310,38,72,5,Titles show real dead-laptop and GPU no-display repairs with clear fault-to-fix bench work.,electronic repair | electronic repairing,UCKLcJ2ucENCInA_kV0Q0fAw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@port-repair,@Port-repair,Port-repair,4620,152,5,"Console repair workshop channel specializing in PS5, Switch and controller micro-soldering repairs shown weekly.",game console repair,UCI8d7Cx2ngdseTd85EBYOOQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@serviceplanet,@SERVICEPLANET,SERVICE planet,3730,98,5,Dedicated laptop and desktop motherboard chip-level repair channel description directly matching the topic.,motherboard repair | laptop motherboard repair | chip level repair | صيانة لابتوب | تعمیر لپ تاپ | réparation ordinateur portable,UCbnmvssJcHFAyKz42Vk-8Qw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@screensurgeons,@ScreenSurgeons,Screen Surgeons,27800,501,5,Dedicated channel specifically for laptop screen replacement tutorials across brands and models.,laptop screen replacement,UCKmQVR05np3It4LaaUSxGoQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@sellbrokedotcom,@Sellbrokedotcom,SellBroke,8360,350,5,"Dedicated laptop teardown, upgrade and repair channel with explicit step-by-step disassembly guides for multiple brands.",صيانة لابتوب | 笔记本维修 | réparation ordinateur portable,UCI0N0v_IKvFeywb3zHvn_uw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@sietechnotebookreparatur,@SiETechNotebookReparatur,SiE-Tech Notebook Reparatur,9580,326,5,Repair workshop diary channel showing identification and fixing of mainboard problems in detail.,laptop tamiri | Laptop reparieren,UC1lN1KHuBlldGsYRSSbSBLA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@thecod3r,@TheCod3r,TheCod3r,130000,1090,5,Dedicated console repair channel with how-to videos and livestreams on PS4/PS5/Xbox/Switch repairs.,console repair | game console repair | electronics repair,UCeHILuUwWmHDQqbocxUvVoA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@totalcomputersolution-d5y,@TotalComputerSolution-d5y,Total Computer Solution ,274,78,5,"Chip-level laptop repair channel with titles showing board-level diagnosis, voltage checks and no-power repairs on bench.",laptop repair | صيانة لابتوب | تعمیر لپ تاپ | réparation ordinateur portable,UCmhe2AwroxGSbKurkO4ynvw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@xiankalao,@XianKaLao,维修的大佬湿,1530,261,5,Dedicated GPU repair channel sharing hands-on graphics card maintenance and troubleshooting process daily.,笔记本维修,UCWgNcEwB-r3hp8PCPeWK3dQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@a1sistembilisim,@a1sistembilisim,A1 Sistem Bilişim Mac iMac Laptop EkranKartı Tamir,580,231,5,"Titles show VRAM replacement, GPU repair and thermal maintenance on real laptops, dedicated hardware repair channel.",laptop tamiri,UCPWyhY3uhXwqlaSbNMsUoSw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@academia-santale,@academia-santale,Academia Santale,3100,63,5,"Dedicated laptop motherboard board-level repair academy covering EC-PCH, BIOS SPI, reballing and oscilloscope diagnostics.",reparación de laptops | reparación de fuentes de poder,UCNI02U_NSW3wuDnhdJ7NtCw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@anarbolorchimegg7643,@anarbolorchimegg7643,小波维修,774,281,5,"Chip-level laptop repair channel showing RAM upgrades, board-level work and real bench jobs on MacBooks and Asus laptops.",笔记本维修,UCfJQ__uoXu__oTPUsrXPIaQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@chengyun1668,@chengyun1668,程工修笔记本,410,106,5,Dedicated laptop repair channel with authentic real repair footage explicitly emphasized as original technical documentation.,صيانة لابتوب | 笔记本维修 | réparation ordinateur portable,UC_WaPPI1Ve8CTZN2ULXnUFQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@dellpartspeople,@dellpartspeople,Parts-People Dell Laptop Experts,411000,10144,5,Specialist channel diagnosing and repairing Dell/Alienware laptop motherboards on camera with 25 years expertise.,laptop motherboard | laptop repair | laptop repairing | laptop motherboard repair | laptop disassembly | computer repair shop | laptop repair Bangla | réparation ordinateur portable | Laptop reparieren | electronics repair | electronic repairing | TV motherboard repair,UCUdgDNPGYCRJraG3BGxF2UA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@easyfix247,@easyfix247,EASY FIX 24_7,232,73,5,"Titles show detailed step-by-step no-power laptop repair and full servicing videos, dedicated chip-level channel.",laptop motherboard | laptop motherboard repair | صيانة لابتوب | 笔记本维修 | réparation ordinateur portable,UCH71mg4Hxi-9J3md0epJ3vw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@etechnotebook,@etechnotebook,E-tech soluções em Notebook,1950,86,5,Dedicated notebook board-level repair channel teaching strategies for repairing notebook circuit boards.,reparación de laptops,UCl72R_3lzR1R-dePU2qGFJg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@hitech9742,@hitech9742,HiTech,166,92,5,"Dedicated laptop repair channel covering disassembly, hardware replacements, troubleshooting and upgrades with step-by-step tutorials.",laptop disassembly,UCmFeDht_-DcJ_CexPVYVl0A,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@lapcoresolution,@lapcoresolution,LapCore Solution,227,137,5,"Dedicated motherboard/chip-level laptop repair channel with real workshop cases: BIOS fixing, short circuit, charging issues.",laptop repair | motherboard repair | laptop motherboard repair | laptop repair Bangla | صيانة لابتوب | 笔记本维修 | réparation ordinateur portable,UCA59rWIs8Z7dZjClGYQhG2w,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@laptopcourse2,@laptopcourse2,Laptop Course 2,948,154,5,"Dedicated chip-level laptop repair course channel with motherboard fault-finding, MOSFET/IC testing, BIOS demos.",laptop repair | chip level repair | laptop motherboard repair | laptop repair course | Laptop reparieren,UCPqzjekhao4XcS7REsNXL4A,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@laptopdisassembly9886,@laptopdisassembly9886,Laptop disassembly,6700,64,5,Silent hands-and-tools laptop disassembly videos explicitly for repair/learning purposes.,laptop disassembly | صيانة لابتوب | تعمیر لپ تاپ | 笔记本维修 | réparation ordinateur portable,UCzE0q-LGrRq22833Ld77Aeg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@laptopecho,@laptopecho,Laptop Echo,1470,93,5,"Silent hands-on teardown and RAM/SSD upgrade tutorial channel with no talking, purely visual disassembly work.",laptop disassembly,UC5rSJ_91ZzEgKsHuEA763Pg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@mactechvenezuela,@mactechvenezuela,Mac Tech Venezuela,1770,143,5,Component-level MacBook and iMac repair channel explicitly focused on board-level hardware repairs.,reparación de laptops,UCGQFJdZaRXkxDseaqEqtYRw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@mpdavig,@mpdavig,XFiX,11100,84,5,"Dedicated Xbox repair/mod channel with specific titled videos on thermal paste, fan swaps, drive repairs and no-power fixes.",console repair | game console repair,UCDiiRMe1ew0S08we5INEmAw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@nityatechinstitute,@nityatechinstitute,Nitya Tech Institute,7770,252,5,"Advanced chip-level training institute covering schematics, boardview, BIOS programming and live practical repair sessions.",laptop repairing | laptop motherboard repair | chip level repair | laptop disassembly | laptop repair course | laptop repairing Hindi | computer repairing Hindi,UCnthW0zclWXf0BPrbrGIJnQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@northwestrepair,@northwestrepair,northwestrepair,230000,432,5,Titles show detailed GPU repair on Alienware laptops with board-level troubleshooting and error codes.,laptop motherboard repair | laptop disassembly,UCvDDbj3qJYg-5FSPFWJxqMw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@retroregenrepairs,@retroregenrepairs,Retro Regen,138,93,5,Documents actual bench work repairing and restoring vintage consoles and computers.,console repair,UCvuM69oZzExaBpirChNFW9g,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@seninfotechpurnia,@seninfotechpurnia,SEN INFOTECH PURNIA,401,133,5,Laptop service center channel with titles showing chip-level motherboard tracing and no-power diagnosis step by step.,chip level repair | laptop service | laptop repair course,UC6ouFEMKMLITElbDiuVNaYg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@%d0%a0%d0%b5%d0%bc%d0%be%d0%bd%d1%82%d0%90%d0%9a%d0%91,@%D0%A0%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%D0%90%D0%9A%D0%91,Laptop Battery Lab,269,90,4,"Video blog specifically about laptop battery repair, a focused hands-on hardware repair niche.",reparación de laptops | ремонт ноутбуков,UCFMsBSUhiOMk0nkIzck2j1g,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@%e0%b9%82%e0%b8%95%e0%b9%8a%e0%b8%b0%e0%b8%8a%e0%b9%88%e0%b8%b2%e0%b8%87,@%E0%B9%82%E0%B8%95%E0%B9%8A%E0%B8%B0%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87,Repair table,40500,912,4,"Thai repair shop channel covering notebook CPU swaps, mainboard PC repair, and console repair.",ซ่อมคอมพิวเตอร์,UCnj23GOnqoVexTWJz4rUURA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@%e5%88%98%e5%a4%a7%e5%b8%88%e5%85%84%e7%ac%94%e8%ae%b0%e6%9c%ac%e7%bb%b4%e4%bf%ae,@%E5%88%98%E5%A4%A7%E5%B8%88%E5%85%84%E7%AC%94%E8%AE%B0%E6%9C%AC%E7%BB%B4%E4%BF%AE,刘大师兄笔记本维修,576,80,4,"Dedicated MacBook/laptop chip-level repair channel with 18 years experience, screen and board repair focus.",صيانة لابتوب | 笔记本维修 | réparation ordinateur portable,UCnRobW80vfLrruhs8siztFA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@%e5%b0%8f%e6%b3%a2%e7%bb%b4%e4%bf%ae,@%E5%B0%8F%E6%B3%A2%E7%BB%B4%E4%BF%AE,小波维修,2660,574,4,Laptop motherboard chip-level and signal-level repair specialist with 13 years experience described.,笔记本维修,UCrBHiPUeFx2MFNpOnIzeXWQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@%e5%b0%8f%e9%a9%ac%e8%a3%85%e6%9c%ba,@%E5%B0%8F%E9%A9%AC%E8%A3%85%E6%9C%BA,小马装机日记,2310,118,4,Door-to-door PC building diary channel focused on cable management and turning parts into finished builds.,装机,UCtn8HDvB8vEm8MrAQ_c2FMg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@%e7%ac%94%e8%ae%b0%e6%9c%ac%e7%bb%b4%e4%bf%ae%e9%a6%86%e5%a4%a7%e5%b8%88%e5%85%84,@%E7%AC%94%E8%AE%B0%E6%9C%AC%E7%BB%B4%E4%BF%AE%E9%A6%86%E5%A4%A7%E5%B8%88%E5%85%84,笔记本维修馆大师兄,1490,97,4,"Professional computer repair channel name with description promising hands-on repair sharing, laptop repair focus.",笔记本维修,UCb4ZFzgA1OXtAXJPUlMg_xQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@101gigabyte,@101Gigabyte,101 Gigabyte ,348,108,4,"Channel explicitly covers computer/laptop repairs, maintenance, cleaning and PC component assembly and upgrades.",сборка ПК,UCwOZmjotVgaSMVDpK0VFKnA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@365laptoprepairla,@365laptoprepairLA,365 Laptop Repair,6280,178,4,Repair shop channel explicitly aiming to show tutorial videos of screen replacements and computer repairs.,laptop repair | computer repair | laptop repairing | laptop motherboard repair | laptop screen replacement | laptop disassembly | Laptop reparieren,UCEOBXqwfBTVqhLES4eFpRiw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@616pcrepair,@616pcrepair,616 PC Repair,1910,63,4,"Small dedicated laptop repair channel filming actual repair jobs, though sporadic uploads.",laptop disassembly,UC4YsBmuTfOBb_JbfzRUEfJg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@ascomputers-lr6sc,@ASComputers-lr6sc,AS COMPUTERS - Motherboard Chiplevel Repair,70,53,4,"Motherboard chip-level repair shop with titles showing MacBook display change, battery replacement and charging repair.",laptop repair | computer repair | computer repairing | chip level repair | SMPS repair | monitor repair,UCkS6OSQeggcO32ewjaC0N2g,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@aditya11ttt,@Aditya11ttt,Aditya11ttt,37000,445,4,Dedicated laptop chip-level repair training channel offering hands-on internship-style repair instruction on hard disks and laptops.,laptop repair | laptop disassembly | laptop repair course,UCXbA-gXbMAKbUKImRX-HBHg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@andy-ser,@Andy-SER,Swindon Electronic Repairs,3040,558,4,"Titles show Steam Deck repair and charity repair stream, hands-on electronics fixing format.",electronics repair | electronic repairing | réparation électronique | Elektronik reparieren,UCEbhwelkaCVnxvzL9zXXaiw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@apex.technology,@Apex.Technology,"Сборка современных ПК, ремонт ноутбуков",183,133,4,"Channel focused on modern PC building and laptop repair, core hands-on hardware assembly content.",ремонт ноутбуков,UCrmWI_YKfE4wAeIVgFwfUoQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@arvutibuilds,@ArvutiBuilds,Arvuti Builds,263,120,4,Step-by-step custom PC build guide covering component selection and assembly with precision.,PC build | gaming PC build,UC8x4FNhZS_8LpGFOG9HXl9w,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@ashikcomputerandhardwarelab,@AshikComputerAndHardwareLab,Ashik Computer and Hardware Lab,128000,3190,4,"Chip-level laptop/desktop repair training and service lab in Bangladesh, strong hands-on hardware focus.",laptop repair Bangla,UCEU8koQrTuJrKv4fz_cAoJA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@bobjohnson,@Bobjohnson,Bob Johnson's Computer Stuff Inc.,19800,1048,4,Toughbook refurbish/repair shop channel with repair tutorials mixed with rugged laptop reviews.,laptop disassembly,UCdbuXeiBYZHzEU158JyGMvA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@buyitfixit,@BuyitFixit,Buy it Fix it,86400,316,4,Long-running electronics and amusement machine/video game repair hobbyist channel with hands-on fix attempts.,game console repair,UChwnFBBtasi2kn2TDK5OsWg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@crepara,@CREPARA,C-REPARA,13000,57,4,"Electronics repair channel covering phones, laptops, consoles and microsoldering board-level work broadly.",reparación de laptops | reparación de computadoras,UCEkDBJf5vn5ueB6kDsGr3kQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@cabridiy,@CabriDIY,CabriDIY,60500,281,4,"French gaming hardware repair content creator with dedicated repair service, likely hands-on console/PC fixes.",console repair,UCuct2fNB1nSdS8Dl6XzdA1g,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@christopherflannigan,@ChristopherFlannigan,Christopher Flannigan,104000,772,4,"Channel explicitly offers full step-by-step PC build guides for various budgets, strong hands-on build format.",PC building | gaming PC build,UC6qtJp2I5yUaEec7xb5TwyA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@chromebookparts,@Chromebookparts,ChromebookParts.com,3380,453,4,"Chromebook parts supplier promoting self-repair with resources, likely has repair tutorial videos supporting hardware replacement.",laptop disassembly,UC0m1NHPKl_DaX1XMziq2_3w,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@classicconsolerepairs,@ClassicConsoleRepairs,Classic Console Repairs,245,91,4,"Rebuilding classic consoles and handhelds with mods, clear hands-on repair/restoration focus.",console repair | game console repair,UC5yRiK1h01NkoBLFZlCElZg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@computechsanzo,@Computechsanzo,COMPUTECH SANZO,176,269,4,"POV/FPV PC build videos showing real component installation, thermal paste and cable management.",PC build,UCXcjznVGbvx6QJznLnrtmOg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@consoletechtamil,@ConsoleTechTamil,CONSOLE TECH TAMIL,2070,182,4,"Console repair service centre (PS/Xbox) filming service work, likely real bench jobs in Tamil.",console repair,UC7JGNj2AUwnrLQkhGGYQS5w,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@consoletherapy,@ConsoleTherapy,Console Therapy,5260,86,4,"Dedicated console repair channel offering step-by-step troubleshooting and DIY fixes for PS5, Xbox, Switch.",console repair | game console repair,UCqem6ZyB9Xh_-ZHcdr0bOmg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@custompaynts,@CustomPaynts,Custom Paynts,212,100,4,"Xbox modding, cleaning and repair channel with hands-on console hardware work as main content.",console repair,UCOrtEjIJAlemPOnDP2xuhKQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@drbioscom,@DrBioscom,Dr-Bios com,24700,153,4,Dedicated laptop repairing training institute since 2014 teaching step-by-step chip-level repair skills.,laptop repair | laptop repairing | laptop motherboard repair,UCSfhNaQ8qN7h-FLjEgo0fqg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@drboardfix,@DrBoardFix,DrBoardFix,888,80,4,Dedicated motherboard repair training channel promising practical chip-level diagnostic steps for real bench techniques.,laptop motherboard | motherboard repair | laptop motherboard repair,UCdVR_vA1IDhxT_FwT7G2iug,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@ecb_it_hub,@ECB_IT_HUB,Rajeev R krishnan,229,117,4,Titles show BIOS programming and laptop motherboard chip-level service work on camera.,laptop service | chip level repair,UCkP5CK5wO7RGiaVW9ZGF0Dw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@easyconsolefixes,@EasyConsoleFixes,Easy Console Fixes,2200,60,4,Retro and modern console repair attempts channel with clear hands-on troubleshooting focus.,console repair,UCH8AdSdxhpDaf0v-U_obqug,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@fcom39,@FCOM39,Lo So F,39900,743,4,Channel teaching PC/notebook motherboard repair and power supply repair for beginners and technicians.,ซ่อมคอมพิวเตอร์,UCe7lACVGOQuHg8ZWJlGTsRQ,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@fixkey,@FIXKEY,HOW TO FIX Laptop Key,181,79,4,"Specialized channel providing tutorials for laptop keyboard key repair/replacement, a narrow hands-on hardware niche.",laptop disassembly,UCx8zPLKI1LHIdUhPJ4Zd_jg,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@flfnpc,@FLFnPC,FLFn,154000,61,4,Channel explicitly films PC builds and custom case work on camera as its main activity.,сборка ПК,UCPO6-1DHznXMH0ay6PQuuqA,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@faultfindinggame,@FaultFindingGame,Fault Finding Game,16000,237,4,"Experienced laptop/desktop engineer sharing repair videos, strong hands-on hardware repair evidence.",laptop motherboard repair,UC5FfVImLTJzFlCNXVS-IPqw,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@fixitright911,@FixItRight911,FixItRight,215,311,4,Dedicated repair tutorial channel with screen replacement and hard drive upgrade step-by-step content.,computer repair | laptop screen replacement | laptop motherboard repair | laptop repair course,UCfmHONT_75ZmF4IxNSx9_9A,hands,laptop-computer-repair,wave1,2026-09-14
https://www.youtube.com/@fixmoi,@FixMoi,Fix Moi,401,139,4,"Electronics repair channel emphasizing microsoldering, strong board-level repair signal.",console repair | game console repair,UCt061gUwz-a4AIrOTjMB9xg,hands,laptop-computer-repair,wave1,2026-09-14
