url,handle,name,subscribers,videos_count,score_0_5,reason,discovery_keywords,channel_id,vertical,topic,stage,scored_at
https://www.youtube.com/@elreparadorelectrodomestic6830,@elreparadorelectrodomestic6830,el reparador ,412,64,5,"Titles show real repair jobs: washer not spinning, gas charging, maintenance, washer not wringing, diagnostics.",reparación de lavadoras,UCk5eHU0e5BuU5IijEEH_gCw,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@fixriteappliance,@fixriteappliance,FixRite Appliance Repair,1310,99,5,Dedicated appliance repair technician documenting POV repairs across common household appliances in the US.,appliance repair | refrigerator repair | microwave oven repair | dryer repair | appliance repair technician,UCUfDC-aaMp-TlIZ5djjaQnA,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@fridgerepairsingapore,@fridgerepairsingapore,Fridge repair singapore,54,216,5,Dedicated fridge repair channel with titles clearly showing diagnosis and part fixes like defrost heater and fan motor faults.,refrigerator repair | fridge repair | reparación de refrigeradores | buzdolabı tamiri | تعمیر یخچال,UC6rSNQ8MKVrWhtIbmMgEEXQ,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@frigmistri,@frigmistri,Hajipur Refrigerator ,167,193,5,Refrigerator repair specialist with titles showing actual part replacements like condenser/candeshar change on multiple fridge models.,washing machine repair Hindi | fridge repair Hindi,UCBqfWX4rYOSTHwyPsjuKwxw,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@h_161,@h_161,Ремонт холодильников,1330,109,5,Dedicated fridge repair channel by a technician documenting real jobs and daily work with new parts.,reparación de refrigeradores | buzdolabı tamiri | ремонт холодильников | ซ่อมตู้เย็น,UCjV3fLZJo_4-zY0RSezKA0A,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@hafizashfaq3060,@hafizashfaq3060,Hafiz Ashfaq,399,133,5,"Dedicated PCB repair academy for AC, fridge, washing machine, microwave boards with practical training focus.",appliance repair course | washing machine repair Hindi | washing machine repairing Urdu,UCb16WuGejjMOLZnSe13oDvA,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@lgrepaircenter,@lgrepaircenter,مرکز تعمیر لوازم خانگی ال جی,5,74,5,"Dedicated LG fridge/washing machine repair center with titles on compressor repair, gas charging and icemaker fixes.",تعمیر یخچال,UCnGi8CTiDqueYOhYpU_li4A,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@master-plus,@master-plus,Мастер Плюс,685000,422,5,Dedicated appliance repair channel focused on washing machines with hands-on complex repairs and experiments.,ремонт стиральных машин,UCXAmmER3VF4285Z68DNUx4Q,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@master_holodoff,@master_holodoff,Мастер Холодофф,18300,74,5,"Channel explicitly focused on refrigerator repair techniques, tools and craft secrets for fellow technicians.",reparación de refrigeradores | ремонт холодильников | تعمیر یخچال,UCqJ80SF7zuWQYc-IV5OV03A,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@missioncityappliancerepair,@missioncityappliancerepair,Mission City Appliance Repair,526,71,5,Dedicated appliance repair channel with specific washer/dryer error-code fixes and part installs shown.,appliance repair | dryer repair,UCVfBundpe0Cak3gUA80heTw,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@monalemr113,@monalemr113,阿飞电器维修,1690,110,5,Appliance repair channel documenting daily technician repair work with free technical videos.,家电维修,UCATYGsqtg8-1qhLi-WckaHw,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@remservice,@remservice,Ремонт и Сервис,25200,240,5,"Detailed repair channel covering washing machine diagnostics, PCB repair/reflashing, step-by-step fault fixing.",ремонт стиральных машин | conserto de máquina de lavar | réparation lave-linge | reparación electrónica | صيانة الكترونيات,UCRumcHCiArxwix16kt-c1Mg,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@remservise,@remservise,Ремонт Сервис,2440,54,5,"Dedicated appliance repair channel with video lessons on washing machines, fridges and dishwashers.",ремонт стиральных машин,UClBXyVJtS8thh3YeTMr0daA,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@repair911,@repair911,Repair 911,3680,329,5,Washing machine repair technician filming real on-site repair jobs and video instructions.,reparación de lavadoras | ремонт стиральных машин | réparation lave-linge,UCVDCD4kmDhsM2BIYpgbiifg,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@reparaciondelavadorasexpress,@reparaciondelavadorasexpress,reparacion de lavadoras,55,72,5,"Repair and maintenance channel covering water heaters, washers, fridges, dryers, stoves and ovens across brands.",reparación de lavadoras,UChwift5VGY5QLWannG3HlkQ,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@reparacionesneutrovolt,@reparacionesneutrovolt,Reparaciones Neutro Volt,67000,143,5,Channel dedicated to step-by-step washer/fridge repair and electric motor rewinding demonstrations.,reparación de lavadoras | reparación de refrigeradores,UCavyqG4jgQAedOYmu4DnODQ,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@rrr_training,@rrr_training,RRR Training,67,63,5,"Hands-on appliance repair training institute teaching AC, fridge, washing machine, microwave practical courses.",appliance repair course,UCbCPfGe1D4OXOx5a0afb-Cg,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/channel/uccsuali66vtyk7y02kyylgq,@samsungrepaircenter,مرکز تعمیر لوازم خانگی سامسونگ,3,69,5,"Samsung appliance repair center with titles showing compressor swaps, gas charging and washing machine diagnostics.",تعمیر یخچال,UCcSUali66VtYK7Y02kyyLGQ,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@serviciofelix,@serviciofelix,Servicio Félix,12700,63,5,"Specialized washer repair shop channel showing diagnostics, step-by-step repairs and calibrations.",reparación de lavadoras,UC61gLPDTdLZ0__Fcmbuye8g,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@serviskulkasharian,@serviskulkasharian,Sinar Teknik ,133,78,5,"Dedicated fridge repair channel describing compressor, capillary, freon gas charging jobs from the field.",servis kulkas,UCmYFrTi0FyLTR_GNQkezQCg,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@sochi1976,@sochi1976,"Ремонт холодильников, стиральных машин в СОЧИ .",554,121,5,"Titles show bearing replacement on washing machines and fridge repairs across multiple brands, clear hands-on work.",ремонт холодильников | ремонт стиральных машин,UCOx-u2Rp8zM0m5t23f5LvNw,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@theapplianceman,@theapplianceman,theapplianceman,59200,537,5,Dedicated washer and dryer repair channel offering free step-by-step DIY repair videos.,dryer repair,UCeO4F41uVUYsfMRW42D8f0g,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@thefixpert,@thefixpert,TheFixpert,616,50,5,"Titles show detailed washing machine repair course content: spin motor, door lock, gearbox repairs.",appliance repair | home appliance repair | appliance repairing | microwave oven repair,UCqkfFFzQjTj03v-eYgFXISQ,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@wuliaojiadianweixiu,@wuliaojiadianweixiu,无聊家电维修,8,117,5,"Immersive first-person appliance repair vlog showing full disassembly, inspection and restoration process on camera.",appliance repair | home appliance repair | 家电维修,UCkml6LF0qsT9xIN5p_fuhvQ,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@%d0%9f%d0%b5%d1%82%d1%8f%d0%9f%d0%b5%d1%82%d1%80%d0%be%d0%b2-%d1%8b7%d0%b3,@%D0%9F%D0%B5%D1%82%D1%8F%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2-%D1%8B7%D0%B3,Петя Петров,2010,98,4,"Personal journey learning appliance repair trade, focused on repairing used washing machines.",conserto de máquina de lavar | ремонт стиральных машин | réparation lave-linge,UCAbWXQ3b3a6nklVuSjl39Ig,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@%d0%a0%d0%b5%d0%bc%d0%be%d0%bd%d1%82%d0%91%d1%8b%d1%82%d0%be%d0%b2%d0%be%d0%b9%d0%a2%d0%b5%d1%85%d0%bd%d0%b8%d0%ba%d0%b8,@%D0%A0%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%D0%91%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8,Ремонт Бытовой Техники,14900,460,4,Channel named Household Appliance Repair with description referencing hands-on repair work.,ремонт блоков питания,UCu72Y_qMf0vNNFyNjyQWtwA,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@%d0%a1%d0%a2%d0%98%d0%a0%d0%9e%d0%9c%d0%90%d0%9d,@%D0%A1%D0%A2%D0%98%D0%A0%D0%9E%D0%9C%D0%90%D0%9D,СтиРоман ,3170,76,4,"Professional appliance repair shop channel covering washing machines, dishwashers, dryers, microwaves.",ремонт стиральных машин,UC-WVjWW-MiSdGZVLtHh7sKQ,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@%d0%a1%d0%b5%d0%bc%d0%b5%d0%bd%d0%a0%d1%83%d1%81%d1%81%d0%ba%d0%b8%d1%85-%d0%be9%d0%b2,@%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D1%85-%D0%BE9%D0%B2,Семен Русских,4390,97,4,"Self-taught repairman channel covering washing machines, fridges and microwaves with hands-on framing.",ремонт стиральных машин | ремонт холодильников,UCFU5hokvaywJxiPaQ8LhncQ,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@%d0%b1%d1%8b%d1%82%d0%be%d0%b2%d0%be%d0%b9%d1%80%d0%b5%d0%bc%d0%be%d0%bd%d1%82,@%D0%B1%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82,Ремонт бытовой техники. ,277,105,4,"Multi-appliance repair channel covering washing machines, ovens, cooktops, dishwashers, water heaters.",ремонт стиральных машин | 家电维修,UCKF45puCDFwOwpGWqfPgmbA,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@%d8%a7%d8%a8%d9%88%d8%b2%d9%8a%d8%a7%d8%af%d9%84%d8%b5%d9%8a%d8%a7%d9%86%d9%87777,@%D8%A7%D8%A8%D9%88%D8%B2%D9%8A%D8%A7%D8%AF%D9%84%D8%B5%D9%8A%D8%A7%D9%86%D9%87777,ابوزياد العالمى لصيانه و قطع غيار الغسالات ولشحن  ,153000,1944,4,Washing machine repair channel with titles showing drain pump fixes and part replacement like LG bearing.,تصليح غسالات,UC7RyBalXZ6UBgpogK3wW_9A,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@%d8%a7%d9%84%d8%aa%d8%a8%d8%b1%d9%8a%d8%af_%d8%a7%d9%84%d8%aa%d9%83%d9%8a%d9%8a%d9%81,@%D8%A7%D9%84%D8%AA%D8%A8%D8%B1%D9%8A%D8%AF_%D8%A7%D9%84%D8%AA%D9%83%D9%8A%D9%8A%D9%81,عالم التبريد,1900,133,4,Channel dedicated to refrigerator and commercial cooling maintenance with skill-teaching focus.,صيانة ثلاجات,UC-_wHhSJKRqXCnVI2C7yq8A,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@%d8%a7%d9%84%d9%85%d9%87%d9%86%d8%af%d8%b3%d9%85%d8%ad%d9%85%d8%af%d8%b3%d8%b9%d9%8a%d8%af-%d8%b62%d9%82,@%D8%A7%D9%84%D9%85%D9%87%D9%86%D8%AF%D8%B3%D9%85%D8%AD%D9%85%D8%AF%D8%B3%D8%B9%D9%8A%D8%AF-%D8%B62%D9%82,صيانه التكييف ( محمد سعيد),12400,235,4,"AC repair educational channel with titles on gas charging, fault diagnosis and troubleshooting cooling issues.",صيانة مكيفات,UCXqHnjw0SIbWvKNKdzmlF_A,hands,appliance-repair,wave1,2026-09-14
https://www.youtube.com/@%d8%b9%d8%a7%d8%b7%d9%81%d9%84%d8%b5%d9%8a%d8%a7%d9%86%d8%a9%d8%a7%d9%84%d8%a3%d8%ac%d9%87%d8%b2%d8%a9%d8%a7%d9%84%d9%85%d9%86%d8%b2%d9%84%d9%8a%d8%a9,@%D8%B9%D8%A7%D8%B7%D9%81%D9%84%D8%B5%D9%8A%D8%A7%D9%86%D8%A9%D8%A7%D9%84%D8%A3%D8%AC%D9%87%D8%B2%D8%A9%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9,عاطف لصيانة الأجهزة المنزلية,14100,87,4,Dedicated home appliance repair channel covering washing machines and water heaters with detailed part names.,صيانة مكيفات | صيانة الكترونيات | إصلاح انفرتر,UCaFbhGZsxPwVYhQWNQ90XRg,hands,appliance-repair,wave1,2026-09-14
