url,handle,name,subscribers,videos_count,score_0_5,reason,discovery_keywords,channel_id,vertical,topic,stage,scored_at,source,live_videos_count,also_scored_in
https://www.youtube.com/@phamngochoangiaoviendaynghe,@phamngochoangiaoviendaynghe, ĐÀO TẠO NGHỀ SỬA CHỮA MÁY PHOTO,4650,449,5,Vietnamese training channel dedicated to becoming a photocopier repair expert.,sửa máy in,UCq_G-3yEjJ1igD7lmf6XoOQ,hands,printer-repair,trial100,2026-09-15,scraper,449,
https://www.youtube.com/@photocopiersolution007,@photocopiersolution007,Photocopier Solution,3670,216,5,Dedicated photocopier repair channel posting real repair/servicing videos across multiple brands.,photocopier repair | Drucker reparieren,UC7BfTy3d6xUVZKTsl71JN_Q,hands,printer-repair,wave1,2026-09-15,scraper,216,
https://www.youtube.com/@plotter_bel,@plotter_bel,Плоттер.Бел,174,214,5,Dedicated plotter repair channel specializing in HP Designjet plotter servicing.,ремонт принтеров,UCEyGMOxZmb-_w5Gcrdu6YPA,hands,printer-repair,wave1,2026-09-15,scraper,214,
https://www.youtube.com/@pochinyaem,@pochinyaem,"Лудим, паяем, принтер починяем",217,57,5,"Dedicated private channel about printer and MFU repair by a named technician, core topic fit.",conserto de impressora | ремонт принтеров | ремонт МФУ,UCgo-fAx_oOsD_PdX0BDoZVw,hands,printer-repair,wave1,2026-09-15,scraper,57,
https://www.youtube.com/@printer-ok,@Printer-ok,ПринтерОК,422,90,5,Dedicated channel about printer and copier repair with instructions and practical repair work.,ремонт принтеров | ремонт МФУ,UCh8aZPlFAk6LylG-aYJZUuw,hands,printer-repair,wave1,2026-09-15,scraper,90,
https://www.youtube.com/@printer_remont,@Printer_remont,Сергій,3990,105,5,Dedicated amateur printer repair channel recording repair tricks and troubleshooting hands-on.,ремонт принтеров | ремонт МФУ,UC8VVndsLAbpv6MLcsLKDaQg,hands,printer-repair,wave1,2026-09-15,scraper,105,
https://www.youtube.com/@printertechnologies,@Printertechnologies,@Printer Technologies.,2320,489,5,Dedicated printer repair channel with titles showing real inkjet/laser/dot-matrix fault fixes and error resolution.,printer repair tagalog,UC-CNwjS54-Jsmn3YnNERq2w,hands,printer-repair,wave1,2026-09-15,scraper,489,
https://www.youtube.com/@printworld-u2r7x,@printworld-u2r7x,print world ,31,65,5,"Titles show specific hands-on repair jobs like ink pad reset, scanner cable, logic card fixes across brands.",Epson printer repair,UCQfSM54Lf7TcFJgynrcI9sQ,hands,printer-repair,wave4,2026-09-15,scraper,65,
https://www.youtube.com/@reparamosricohbyfelipebernal,@REPARAMOSRICOHbyFelipeBernal,REPARAMOS RICOH by Felipe Bernal,474,67,5,Dedicated Ricoh copier repair channel by official distributor/technician sharing real repair cases and tutorials weekly.,técnico de impresoras,UCDZQ7Dv39d3r-SqbjXJWkTw,hands,printer-repair,wave1,2026-09-15,scraper,67,
https://www.youtube.com/@ricohvai,@RICOHVAI,RICOH VAI,138,129,5,"Dedicated Ricoh printer servicing channel with step-by-step repair, error codes and part replacement videos.",printer technician | copier repair,UCkAueFg0dKAl2-QzZ1t_64w,hands,printer-repair,wave1,2026-09-15,scraper,129,
https://www.youtube.com/@shahidphotocopier,@shahidphotocopier,Shahid Photocopier,655,93,5,"Photocopier repair shop channel teaching faults, errors and fixes for photocopiers and printers.",photocopier repair,UCcJjPRos3HX5VLrhLIk7YLw,hands,printer-repair,wave1,2026-09-15,scraper,93,
https://www.youtube.com/@systecno,@SYSTecno,SYS Tecno,6570,274,5,"Specialized Ricoh copier repair channel detailing SC error fixes, fuser, roller and service mode procedures.",reparación de impresoras | técnico de impresoras,UCTTmeg3-wU0edi1JxGSZG7Q,hands,printer-repair,wave1,2026-09-15,scraper,274,
https://www.youtube.com/@technicaldev19,@technicaldev19,technical Dev,9640,270,5,Dedicated photocopier service channel covering Canon and Kyocera machine repairs with model-specific videos.,copier repair | photocopier repair | fuser unit replacement,UCcUUwVzVg6J2luUJdkJ8XkQ,hands,printer-repair,trial100,2026-09-15,scraper,270,
https://www.youtube.com/@technicalglenntv,@TechnicalGlennTv,Technical Glenn Tv,3530,87,5,"Photocopier troubleshooting, parts replacement, restorations and repair DIY explicitly listed as content.",printer technician | printer repair tagalog,UC54lwtwF2IXNv3ngx76D3Gw,hands,printer-repair,wave1,2026-09-15,scraper,87,
https://www.youtube.com/@temooranwar5357,@temooranwar5357,Temoor Anwar,2230,90,5,Channel explicitly dedicated to photocopier and printer repair videos.,photocopier repair,UCrcoFJQLArogdTY8MK8uRKg,hands,printer-repair,wave1,2026-09-15,scraper,90,
https://www.youtube.com/@tukanprint,@TukanPrint,TukanPrint - Twoje źródło wiedzy o drukarce,2720,632,5,"Dedicated printer repair channel with titles showing paper jam fixes, error codes, drum/toner replacement across brands.",naprawa drukarek,UCcHi3EbGYTCdZcQ6kUirklg,hands,printer-repair,wave4,2026-09-15,scraper,632,
https://www.youtube.com/@tutorialserviceprinter,@TutorialServicePrinter,Tutorial Service Printer,2850,270,5,"Indonesian channel with structured printer service course from basics, step-by-step bench sessions.",servis printer,UC0Jf0TnT2cLkqiRj83j458g,hands,printer-repair,trial100,2026-09-15,scraper,270,
https://www.youtube.com/@ventas25-s9m,@Ventas25-s9m,Servicios y fotocopiadoras ,21,55,5,"Titles show real bizhub/Canon copier fault diagnosis, error fixes and maintenance with parts replacement documented.",reparación de fotocopiadoras,UCYP_LDi9oH4ZWWUSoIaAQZw,hands,printer-repair,wave4,2026-09-15,scraper,55,
https://www.youtube.com/@bgacopierlab,@bgacopierlab,Copier Board Repair,1870,113,5,"Dedicated board-level repair lab for printers, copiers and plotters with detailed BGA/controller repair scope.",photocopier repair | plotter repair | Epson printer repair | Kyocera copier repair | Xerox machine repair | copier repair,UCnrZj2jv-5DkONRgAU81Rog,hands,printer-repair,wave4,2026-09-15,both,113,tv-power-electronics-repair:2
https://www.youtube.com/@cirujanodeimpresoras,@cirujanodeimpresoras,Cirujano de Impresoras,4820,224,5,"Dedicated printer repair technician channel covering Epson, Canon, Brother, HP fixes and resets.",reparación de impresoras | técnico de impresoras,UCj6OkfrdgcKMzsOaDivQ5qQ,hands,printer-repair,trial100,2026-09-15,both,224,
https://www.youtube.com/@ghanitrader5396,@ghanitrader5396,Ghani Trader,16000,161,5,"Dedicated photocopier/printer repair channel with step-by-step tutorials on major brands like Bizhub, Ricoh, Xerox.",copier repair | printer repair | printer repairing,UChtpw3c3Uh_jEB9mDCi_cpg,hands,printer-repair,wave1,2026-09-15,both,161,
https://www.youtube.com/@lakhoteankit,@Lakhoteankit,Xerox canon pcb reapiring center ,760,66,5,"PCB/board repair center for Xerox, Canon, Kyocera copiers with clear technical repair focus.",photocopier repair | copier repair,UCFTz0cu_z2BzCA9ndrc2KOA,hands,printer-repair,wave1,2026-09-15,both,66,
https://www.youtube.com/@mantenimientoimpresoras,@mantenimientoimpresoras,Mantenimiento Impresoras,54200,600,5,Dedicated printer maintenance/repair channel covering multiple brands and print technologies with claimed 10+ years experience.,reparación de impresoras | técnico de impresoras,UCWimTDjbprgUu2iTs2sCKww,hands,printer-repair,wave1,2026-09-15,both,600,
https://www.youtube.com/@maxtec36,@maxtec36,MaxTec,518,350,5,"Electronics technician channel dedicated to printer maintenance, showing daily bench procedures and tips.",técnico de impresoras | manutenção de impressora | manutenção de impressoras,UCMfCWMgval0irgFlOrX7RUg,hands,printer-repair,wave1,2026-09-15,both,350,
https://www.youtube.com/@mrbonz00,@mrbonz00,"Hadley Hudson aka ""The copydoc""",5290,65,5,Experienced copier technician channel with weekly Toshiba/Ricoh copier repair videos on camera.,photocopier repair | fuser unit replacement | copier repair,UCIEhRThOzvKI-fr9tOUg_HA,hands,printer-repair,wave1,2026-09-15,both,65,
https://www.youtube.com/@mrricoh,@MrRicoh,COPY-EXPERT by Tomasz Jemiołek,229000,2151,5,Dedicated copier/printer repair channel emphasizing real diagnostics and practical service procedures.,fuser unit replacement | printer roller replacement | printer repair,UCOHtXTtGHj33pUm8Gf2FH3A,hands,printer-repair,wave1,2026-09-15,both,2151,
https://www.youtube.com/@nuwanacomputerhouse408,@nuwanacomputerhouse408,Nuwana Computer House,479,60,5,Dedicated photocopier repair channel with step-by-step fixing guides and error code solutions for Xerox/Toshiba.,copier repair | photocopier repair,UCu6ql02EgdXL0MXNIfK6s9A,hands,printer-repair,wave1,2026-09-15,both,60,
https://www.youtube.com/@photocopier1,@photocopier1,Photo Copier A to Z,187,76,5,"Photocopier and printer technician teaching faults and solutions across major brands, dedicated repair channel.",printer technician,UCsTY1NWSiyT8mTLX8FKZlqA,hands,printer-repair,wave1,2026-09-15,both,76,
https://www.youtube.com/@printer-expert,@PRINTER-EXPERT,Endriuf,1270,720,5,"20-year printer repair channel with titles showing disassembly, paper jam fixes and resetters.",printer repair | printer repairing | printer service,UCp1HCrdyiIkavOgSfyPh_Ig,hands,printer-repair,trial100,2026-09-15,both,720,
https://www.youtube.com/@printersam,@PrinterSam,PrinterSam,2980,156,5,"Printer/MFP repair technician channel focused on service techniques, refilling and hands-on troubleshooting.",ремонт принтеров | ремонт МФУ | printer service,UC2YulD7mxnhypjP3Wsr-mRw,hands,printer-repair,wave1,2026-09-15,both,156,
https://www.youtube.com/@printersupport.,@PrinterSupport.,Aps Printer Service ,52400,3133,5,"Printer service shop with titles showing printhead cleaning, ink pump replacement and paper jam fixes.",printer repair | printer repairing | printer service | printer repair Urdu | servis printer | printer repair tagalog | Drucker reparieren,UC0Cc2H_xDhXGA4OFr0i8-tA,hands,printer-repair,trial100,2026-09-15,both,3133,
https://www.youtube.com/@printertechglobal9444,@printertechglobal9444,Printer tech Global,5140,60,5,"Daily uploads on printer repair and maintenance services, dedicated repair channel.",photocopier repair | printer repair,UClAmS8wgqw4m9jY26PFEMjA,hands,printer-repair,wave1,2026-09-15,both,60,
https://www.youtube.com/@shetnevdima,@shetnevdima,Дмитрий Щетнев,45800,545,5,"Russian channel dedicated to printer and MFU repair, firmware and cartridge refilling with video instructions.",ремонт принтеров | ремонт МФУ,UCbeLtJ4BSCst2HMzLWtTVOw,hands,printer-repair,trial100,2026-09-15,both,545,
https://www.youtube.com/@sinutronixindustries,@sinutronixindustries,SINUTRONIX INDUSTRIES Łukasz Kobos,7640,5187,5,"Titles show real printer repairs: fuser replacement, roller cleaning, error code fixes on Brother/Samsung printers step by step.",naprawa laptopa,UCCUNHEOcrtwG5igRrzuGe2g,hands,printer-repair,wave4,2026-09-15,pool,5187,laptop-computer-repair:2
https://www.youtube.com/@blacktechbd,@blacktechbd,BLACK Tech BD,1,345,5,Dedicated Epson printer and scanner service tutorial channel focused on hands-on repair experience.,printer service,UCzyaQPuVzeugHrs2Ei9dEdA,hands,printer-repair,wave1,2026-09-15,filter,345,
https://www.youtube.com/channel/ucqqwagfp_-afzxx4bb3rilq,@chandankumaroffical11,GUPTA COMPUTER ,328,79,5,"Dedicated printer service centre with titles showing hands-on belt repair, roller fixes and Epson error troubleshooting.",printer service,UCQqwaGfp_-AfzxX4bb3rILQ,hands,printer-repair,wave1,2026-09-15,filter,84,
https://www.youtube.com/@hieptinphat,@hieptinphat,Hiep Tin Phat - Printer and Ink Repair,15900,1041,5,"Dedicated photocopier, printer and ink refill repair channel with 20 years experience sharing disassembly and repair techniques.",printer repair,UC3fzwi72t2VCojLUU1xjpuA,hands,printer-repair,wave1,2026-09-15,filter,1041,
https://www.youtube.com/@michaelkosharsky,@MichaelKosharsky,Michael Kosharsky IL,796,80,5,"Dedicated printer repair channel with Brother maintenance mode, toner reset and fuser service titles.",ремонт принтеров,UCZLgrXrJYD_QBWBlJiun76g,hands,printer-repair,wave1,2026-09-15,filter,80,
https://www.youtube.com/@printersurgeon,@PrinterSurgeon,Printer Surgeon,3070,308,5,"Dedicated laser printer repair channel covering fault-finding, fuser units, sensors and hardware replacement hands-on.",printer repair | fuser unit,UCvUb95pd0OQ5vTLqcVgPORQ,hands,printer-repair,wave1,2026-09-15,filter,311,
https://www.youtube.com/@acetechandtraders,@AceTechAndTraders,Ace Tech And Traders,9980,187,4,"Photocopier and printer repair channel listing service areas and brands, plainly a repair technician channel.",copier repair | photocopier repair,UCDxUYk3Uv0C_laQzO_g1aZw,hands,printer-repair,wave1,2026-09-15,scraper,187,
https://www.youtube.com/@adalprintservice,@AdalPrintService,Adal “Print Service”,308,82,4,"Russian channel describing step-by-step printer repair videos, cartridge refilling and error troubleshooting.",ремонт принтеров,UCsoOaOsSnoLlqwZr5tVqSWw,hands,printer-repair,trial100,2026-09-15,scraper,82,
https://www.youtube.com/@adbburomakineleri,@ADBBuroMakineleri,ADB BÜRO MAKİNELERİ,9460,350,4,"Technical service firm channel covering photocopier, fax and printer repair with fault-focused videos.",yazıcı tamiri,UCGFi6fajvjHTD17iX6FR9GA,hands,printer-repair,wave1,2026-09-15,scraper,350,
https://www.youtube.com/@adri_copytech,@adri_copytech,El Técnico de la Impresora,331,61,4,"Dedicated copier/printer channel focused on Ricoh tips, tricks and device advice.",reparación de impresoras | técnico de impresoras,UCEnNjZwdpB1cekal8CpHFVw,hands,printer-repair,wave3,2026-09-15,scraper,61,
https://www.youtube.com/@afandiprinter4325,@afandiprinter4325,AFANDI PRINTER,283,68,4,Printer specialist channel name suggesting dedicated repair/solution service work.,CISS installation printer,UCMPN8CtG04YAQO1KosTBYIA,hands,printer-repair,wave1,2026-09-15,scraper,68,
https://www.youtube.com/@ajayprintercg,@Ajayprintercg,Ajay printer cg,480,69,4,"Dedicated printer repairing channel per description, teaching printer repair skills.",printer roller replacement,UCDox8eVmWBdqR5Xr397blkQ,hands,printer-repair,wave1,2026-09-15,scraper,69,
https://www.youtube.com/@akashdas-uz6pl,@AkashDas-uz6pl,Good Luck Computers,314,50,4,"Short but direct bio naming printer, computer, laptop repairing as core channel content.",printer repair Bangla | printer paper jam repair,UCyXc8DSvfE9Bsfd5zQca__g,hands,printer-repair,wave4,2026-09-15,scraper,50,laptop-computer-repair:3
https://www.youtube.com/@akkas.toshiba,@akkas.toshiba,Md Akkas Ali,1120,152,4,Toshiba/Canon photocopier service technician sharing repair tutorials and experiences.,printer repair Bangla,UCz769T16FjIeSe0jMwxCWSA,hands,printer-repair,wave1,2026-09-15,scraper,152,
https://www.youtube.com/@akp088,@akp088,SUPPORT PHOTOCOPIER AND PRINTERS ,1700,86,4,"Photocopier and printer support channel aiming to give correct info, thin but on-topic bio.",Kyocera copier repair,UCNVQ3aG8XMwxmYk0-zG7n3g,hands,printer-repair,wave4,2026-09-15,scraper,86,
https://www.youtube.com/@all.printerzone,@all.printerzone,Jeevan Enterprises All printer zone,2700,496,4,Dedicated all-printer repair channel name and description signal focused printer servicing content.,Epson printer repair,UCrYP2rz1M_nXc4F3vxDsp-Q,hands,printer-repair,wave4,2026-09-15,scraper,496,
https://www.youtube.com/@alsafaasanter1997,@alsafaaSanter1997,مركز الصفاء لتجارة وصيانة الطابعات والأحبار ,4970,201,4,"Printer and ink trade and maintenance center, name indicates hands-on repair service.",صيانة طابعات,UCpmCnfN-9Dkkmyzuzxl521g,hands,printer-repair,wave1,2026-09-15,scraper,201,
https://www.youtube.com/@ankitmachine,@ankitmachine,Ankit tech,1360,132,4,"Konica Minolta and Canon photocopier repair, service and installation channel with technical tips.",copier repair | photocopier repair | Drucker reparieren,UC4ZLROlZFnCBKZU_q4Tjkpg,hands,printer-repair,wave1,2026-09-15,scraper,132,
https://www.youtube.com/@arabtechnical,@arabtechnical,عرب Technical,18900,314,4,"Arabic technical channel covering plotter, printer machine repair, programming and part replacement.",صيانة طابعات,UCYRzX2OdMR0EQ6qcji-4iLw,hands,printer-repair,trial100,2026-09-15,scraper,314,
https://www.youtube.com/@aryujazzsuperprint,@aryujazzsuperprint,SERVICE PRINTER PANGGILAN,17,55,4,"Doorstep printer service business for all brands, plain repair-trade channel with thin description.",servis printer,UCpINUuSiRjEh-0777TCjLpw,hands,printer-repair,wave1,2026-09-15,scraper,55,
https://www.youtube.com/@ayanshenterprises.945,@AYANSHENTERPRISES.945,AYANSH ENTERPRISES,93,93,4,"A-to-Z printer repairing services listing Epson, HP, Canon repairs and toner refilling with contact info.",Epson printer repair | Brother printer repair,UC5-traQpOkKfE-52qwQQtyg,hands,printer-repair,wave4,2026-09-15,scraper,93,
https://www.youtube.com/@balajicomputer-d7m,@BalajiComputer-d7m,Balaji Computer1712,130,132,4,Titles show real hands-on printer fixes like noise problems and scanner errors across brands.,printer repairing,UCsIF6AigifbhUvgWvn3EXGQ,hands,printer-repair,wave1,2026-09-15,scraper,132,
https://www.youtube.com/@basis_prinn,@Basis_Prinn,Принтера Печати,169,509,4,Printer/MFU diagnostics and repair service channel with hands-on maintenance work described.,ремонт принтеров | ремонт МФУ,UCvs2co2ud16PjAhmoUNjB9w,hands,printer-repair,wave1,2026-09-15,scraper,509,
https://www.youtube.com/@basstechs371,@basstechs371,bass techs,4280,419,4,Channel dedicated to Canon photocopier technical knowledge for service engineers.,Drucker reparieren,UCxEqMsz-XBHSbexoXWI1ssA,hands,printer-repair,wave1,2026-09-15,scraper,419,
https://www.youtube.com/@belajarserviskomputer,@belajarserviskomputer,DAFA COMPUTER,2380,410,4,"Computer and printer service tutorial channel with hands-on repair focus, plus accessory sales mentioned.",dot matrix printer repair,UCXFvJIk6qIDYz7jGCyQxDxg,hands,printer-repair,wave4,2026-09-15,scraper,410,
https://www.youtube.com/@bilalkhalid,@BilalKhalid,Bilal's Workshop - Technologist and Vlogger,87200,890,4,"Titles show hands-on printhead cleaning, nozzle fixes and error fixes for Epson/Canon/HP printers.",printhead cleaning,UC5uHA4Yr61iZnxWOa5DNvmw,hands,printer-repair,wave1,2026-09-15,scraper,890,
https://www.youtube.com/@bilgimakepsonsatsveservis8817,@bilgimakepsonsatsveservis8817,BİLGİMAK EPSON satış ve servis,111,54,4,Authorized Epson printer/copier/plotter sales and service shop description fits repair topic directly.,yazıcı tamiri,UCB7cC4rKboxgzUfNkNTscDQ,hands,printer-repair,wave1,2026-09-15,scraper,54,
https://www.youtube.com/@billingprinter,@billingprinter,billing printer ,400,62,4,Billing/thermal/label printer dealer and service center showing repair and service videos.,printer repairing | printer repairing Hindi,UCr1lzB-h2Z46BfwVEoxxXCA,hands,printer-repair,wave1,2026-09-15,scraper,62,
https://www.youtube.com/@bkmultitech,@BKMULTITECH,BK MULTITECH ,227,77,4,Dedicated printer/scanner/desktop/laptop service channel with printer repair explicitly named as core offering.,Drucker reparieren | printer paper jam repair,UCtEcf4PMVrCk6S9KhhsxTcQ,hands,printer-repair,wave4,2026-09-15,scraper,77,laptop-computer-repair:3
https://www.youtube.com/@brahimbaz,@BrahimBaz,Tassili ,1020,52,4,Description explicitly focuses on printer repair and error troubleshooting.,réparation imprimante,UCh0mGqDn699LjahgQcdui2A,hands,printer-repair,wave1,2026-09-15,scraper,52,
https://www.youtube.com/@brotherepson1766,@brotherepson1766,"Brother, Epson, немного про струйные принтеры",527,126,4,Dedicated channel on short videos about inkjet printer repair and setup for Brother and Epson.,ремонт принтеров,UCvvR5P4Q6SVHHb4n-Xboc6Q,hands,printer-repair,wave1,2026-09-15,scraper,126,
https://www.youtube.com/@chandimaatechchannel2633,@chandimaatechchannel2633,chandi maa tech channel,982,516,4,"Hindi description explicitly lists color ink tank printer, photocopier and computer hardware repair videos across brands.",printer roller replacement,UCR2bzHlHXlZ5Oaoj_rJNP0Q,hands,printer-repair,wave1,2026-09-15,scraper,516,
https://www.youtube.com/@cissmarket,@CISSmarket,CISSmarket,1190,88,4,Dedicated CISS installation tutorial channel showing hands-on ink system fitting into printers.,CISS installation printer,UCDo4fqRXFI5lsyijG7KKnaQ,hands,printer-repair,wave1,2026-09-15,scraper,88,
https://www.youtube.com/@consultoriaemimpressoras,@ConsultoriaemImpressoras,Dicas e Consultoria em Impressoras,5060,130,4,Technical assistance and tips channel for HP laser printers.,manutenção de impressora,UCt3mC4Hq2ytJthgGVVyK46w,hands,printer-repair,wave1,2026-09-15,scraper,130,
https://www.youtube.com/@copiertechbd,@CopierTechBD,Copier Tech BD,231,53,4,Dedicated photocopier/printer repair channel with error code solutions and repair tutorials across major brands.,copier repair | photocopier repair | printer repair Bangla,UCD8wHGyN5_JncvEN6LKOG1g,hands,printer-repair,wave1,2026-09-15,scraper,53,
https://www.youtube.com/@ctc-technical274,@ctc-technical274,CTC-Technical,567,91,4,Channel explicitly teaches printer and computer repair with dedicated printer playlist.,Brother printer repair,UCj1727udaKB6oKi1CvO3--w,hands,printer-repair,wave4,2026-09-15,scraper,91,
https://www.youtube.com/@dan_g_printer,@Dan_G_Printer,Dan'G printer,2840,216,4,Name suggests dedicated printer channel though description is minimal (just a line ID).,dot matrix printer repair,UCjt1YZY2Q2lHOGeogGWD_qQ,hands,printer-repair,wave4,2026-09-15,scraper,216,
https://www.youtube.com/@darprinter,@DarPrinter,Dar Printer,111,50,4,"Dedicated printer repair and maintenance channel with tutorials and spare parts solutions, thin but clear evidence.",printer repair | servis printer,UCYJzfJ4kbG10PIR98CE7h1Q,hands,printer-repair,wave1,2026-09-15,scraper,50,
https://www.youtube.com/@doctorimpresora,@DoctorImpresora,Doctor Impresora,55800,122,4,"Dedicated printer channel with tutorials, service and pad-reset content, though also covers inks/downloads.",técnico de impresoras,UCCivR-Pe7b3ODP2q3B4gAoA,hands,printer-repair,wave1,2026-09-15,scraper,122,
https://www.youtube.com/@doctorofprinters,@doctorofprinters,DOCTOR OF PRINTERS,17200,105,4,Specialized technician channel for printer maintenance across all brands and models.,manutenção de impressora,UCCZXrTJCNj0bciQfSntzSNQ,hands,printer-repair,wave1,2026-09-15,scraper,105,
https://www.youtube.com/@dturlavlogstechsandplaces,@dturlavlogstechsandplaces,DTurla Vlogs (Techs and Places),822,51,4,"Tutorial channel for printers, photocopiers, computers and CCTV repair across Australia.",printer paper jam repair,UCSBYkSbGrOhWVZ_a0kGf69w,hands,printer-repair,wave4,2026-09-15,scraper,51,
https://www.youtube.com/@eng.ezzeldinabuian,@Eng.EzzeldinAbuIan,المهندس عزالدين عبد الوهاب,1490,385,4,Arabic engineer's channel describing hands-on maintenance of inkjet and laser printers among industrial machines.,صيانة طابعات,UCb1JalVx6biRLKMZ_DtgQDw,hands,printer-repair,wave3,2026-09-15,scraper,385,
https://www.youtube.com/@epsonprinters1868,@epsonprinters1868,Epson Printers,39700,175,4,"Channel dedicated to printer repairs, toner refilling and solutions, hands-on repair implied.",Epson printer repair | printer paper jam repair | waste ink pad reset repair,UCFfCNcSQoqFVcIqYRan8wkA,hands,printer-repair,wave4,2026-09-15,scraper,175,
https://www.youtube.com/@epsonprinterworld55,@Epsonprinterworld55,Epson printer world ,297,105,4,"Epson/HP printer support channel run by a technician, minimal but repair-focused description.",printer repairing,UC_FFsCXaGf69HTimtd4ioJw,hands,printer-repair,wave3,2026-09-15,scraper,105,
https://www.youtube.com/@epsontechnician,@EpsonTechnician,Monspeet,318,181,4,"Epson technician handle with call-for-service description, thin but clearly repair-focused.",Epson printer repair,UCUnZufSau4LOBndFIzwcLfw,hands,printer-repair,wave4,2026-09-15,scraper,181,
https://www.youtube.com/@epsonuz,@epsonuz,EPSON VA CANON PRINTERLAR,823,59,4,"Authorized Epson/Canon/HP service center for printers, plotters and MFUs with sales/repair focus.",printer service center,UCYVA6MAq86uvlyFcumDefrg,hands,printer-repair,wave4,2026-09-15,scraper,59,
https://www.youtube.com/@eslamko7print,@Eslamko7print,اسلام غريب,1950,74,4,"Copier and printer ink maintenance channel, thin description but names the repair trade directly.",صيانة طابعات,UCnvLD0WH15s5T-9KVMuLqFg,hands,printer-repair,wave1,2026-09-15,scraper,74,
https://www.youtube.com/@euclecioimpressoras980,@euclecioimpressoras980,Euclecio Impressoras,3940,82,4,"Printer-named channel with viewer pix-tip mentions implying real repair videos, thin but on-topic evidence.",conserto de impressora,UC5GGjP9gbYJSGQzgvTLqoGQ,hands,printer-repair,wave1,2026-09-15,scraper,82,
https://www.youtube.com/@everythingsall77,@everythingsall77,Everythings All,355,75,4,"Channel with printer repair tutorials, paper jam and sensor fixes for multiple brands, mixed with computer tips.",Epson printer repair | printer paper jam repair | service printer Epson L3110,UCBNrwMYEtGvkkPYP_kuegcA,hands,printer-repair,wave4,2026-09-15,scraper,75,laptop-computer-repair:2
https://www.youtube.com/@famhd9004,@famhd9004,FAM HD,8410,52,4,"Channel explicitly fixes printer, scanner, photocopier and fax hardware/software issues.",fuser unit replacement,UCyV9iQQ9cvOFM0hh5E20QeQ,hands,printer-repair,wave1,2026-09-15,scraper,52,
